date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20220821,39535,1.92,39755,18.53,40275,1.84,10,False,True,True,B1,A1,128.13,33.68,18.09,39665.1,85.09,198.62,32.889,0.404,44.06,38215,3.36,39665,25.88,40285,-2.14,True
20220821,38215,0.0,39055,25.86,39725,2.57,10,False,True,True,B1,A2,128.13,26.13,224.47,39012.17,307.49,44.86,32.889,0.69,125.44,38215,3.36,39085,39.06,40285,-3.88,True
20220821,3655,25.86,4595,46.86,7975,6.49,9,False,False,False,B1,A4,126.13,82.63,46.97,3885.0,668.46,1473.95,29.392,0.889,149.0,3655,24.0,4485,56.43,7975,9.08,True
20220821,29555,8.3,29795,76.98,30855,7.78,11,False,True,False,B1,A7,115.58,239.18,55.03,29668.77,81.67,444.87,25.531,0.947,267.05,28855,-1.13,29775,85.24,32095,-4.53,True
20220821,29375,4.04,29485,53.58,29745,5.51,11,False,True,False,B1,A5,115.58,108.64,48.09,29436.89,37.24,105.45,25.531,0.789,56.8,28855,-1.13,29485,64.15,32095,-5.01,True
20220821,1975,4.45,2165,49.97,2505,5.18,12,False,True,False,B1,A4,128.18,76.24,58.88,2100.46,75.21,122.07,28.482,0.821,78.99,415,4.79,2135,58.83,3535,-2.51,True
20220821,17705,123.34,17825,1192.33,21145,69.59,1,False,False,True,C1,C1,113.79,12469.49,845.34,17787.03,56.91,1052.09,1485.798,0.969,1129.81,15655,13.03,17825,1373.59,22615,-0.79,True
20220821,11515,11.49,11935,112.5,11965,112.37,6,False,True,False,B2,B1,127.04,2915.51,58.94,11656.65,109.67,6799.72,22.766,0.987,183.73,10615,5.05,11855,121.72,11965,106.09,True
20220821,10855,1.08,11355,10.64,11855,1.09,6,False,True,False,B1,A1,127.04,10.79,80.42,11315.75,231.2,38.87,22.766,0.404,39.14,10615,5.05,11475,21.16,11965,-5.92,True
20220820,9125,24.99,9205,234.66,9405,22.67,5,False,True,True,B4,B2,257.35,439.4,223.22,9171.52,30.9,76.24,154.4,0.891,122.99,6055,-11.28,9195,225.54,12175,-25.63,True
20220820,8945,9.02,9665,88.62,10385,9.06,5,False,True,True,B3,A8,257.35,90.39,550.35,9596.13,330.24,67.98,154.4,0.864,304.22,6055,-11.28,9765,118.59,12175,-25.63,True
20220820,59045,4.14,59235,37.7,60175,8.37,8,False,True,True,B2,A3,186.61,192.36,23.39,59123.37,59.12,609.34,32.633,0.815,115.72,58015,-4.86,59305,43.7,60175,8.47,True
20220820,58775,10.97,58885,112.94,59215,11.14,8,False,True,True,B2,B1,186.61,255.92,93.91,58833.64,38.94,132.99,32.633,0.953,110.94,58015,-4.86,58885,120.51,60175,0.11,True
20220820,51005,13.72,51175,142.78,51425,13.71,1,False,False,True,B3,B1,182.19,188.7,211.49,51124.29,70.24,78.54,84.605,0.965,149.48,50945,3.01,51175,156.71,51895,-6.84,True
20220820,34645,1.86,36795,149.76,38385,14.8,23,False,True,True,B3,B1,201.69,153.39,839.97,36641.59,714.73,163.58,514.1,0.741,600.16,26455,-17.89,36805,170.62,40375,-31.01,True
20220820,3365,3.7,3435,44.57,4135,8.71,8,False,True,True,B2,A4,231.05,417.11,25.15,3394.21,20.31,422.22,57.652,0.735,77.94,1975,1.48,3435,61.55,4135,2.97,True
20220820,3015,4.16,3235,39.76,3455,3.91,8,False,True,True,B2,A3,231.05,40.79,218.45,3209.49,100.22,23.45,57.652,0.656,45.26,1975,1.48,3215,58.13,4135,-5.74,True
20220820,29875,14.55,30235,135.51,32635,13.5,23,False,True,True,B3,B1,201.69,610.55,86.45,30030.35,115.09,1018.77,514.1,0.71,805.23,26455,-17.89,30185,184.04,40375,-31.01,True
20220820,25475,2.29,25805,21.56,26165,2.23,7,False,True,True,B2,A2,189.37,23.75,57.51,25738.27,146.36,75.77,52.398,0.419,42.74,23575,4.22,25805,42.78,26335,7.67,True
20220820,2415,2.72,2555,31.9,2695,3.12,8,False,True,True,B2,A3,231.05,32.56,195.15,2543.61,62.67,13.1,57.652,0.458,23.3,1975,1.48,2565,42.52,4135,-5.74,True
20220820,23755,5.04,24715,51.31,25685,5.24,7,False,True,True,B2,A5,189.37,53.05,242.52,24601.34,434.69,119.17,52.398,0.861,272.0,23575,6.15,24725,78.02,26335,7.5,True
20220820,15735,14.85,16305,145.4,18495,14.54,6,False,True,True,B3,B1,174.62,399.22,109.39,16020.35,197.81,904.78,181.345,0.913,860.25,12295,51.75,16245,152.56,19735,-12.7,True
20220820,12465,28.2,13405,283.0,17075,28.31,6,False,True,True,B4,B2,174.62,693.3,233.94,13036.96,382.62,1421.16,181.345,0.958,1019.61,12295,62.88,13325,303.87,19735,-12.04,True
20220819,82825,20.25,83035,206.56,83345,20.64,2,False,True,True,B5,B2,305.08,276.36,298.56,82970.32,86.44,100.28,1295.398,0.586,210.77,80815,49.67,83025,240.21,84895,-38.07,True
20220819,81415,63.37,81615,692.16,82425,70.2,2,False,True,True,B9,B6,305.08,2000.21,509.28,81517.1,68.43,336.83,1295.398,0.955,997.24,80815,49.67,81625,790.25,84895,-38.02,True
20220819,69355,9.45,70145,91.94,70985,9.18,11,False,False,True,B4,A9,323.89,93.02,742.61,70086.43,385.41,60.51,1859.361,0.397,413.67,67015,-64.7,70275,116.44,71485,-10.47,True
20220819,55195,35.46,55625,359.28,56525,36.01,3,False,True,True,B6,B3,271.71,605.36,376.72,55459.03,167.28,336.9,233.895,0.982,856.64,54655,63.92,55615,401.06,57325,-2.6,True
20220819,55095,61.67,55195,579.37,56155,58.32,3,False,True,True,B8,B5,271.71,3520.65,347.84,55137.93,32.3,409.78,233.895,0.99,885.03,54655,63.92,55205,607.22,57325,-2.6,True
20220819,54655,74.98,55365,119.66,56945,12.07,3,False,True,True,B3,B1,271.71,120.91,1029.15,55260.71,728.02,107.2,233.895,0.882,720.02,54655,138.9,55365,165.03,57325,-2.43,True
20220819,42385,54.71,42595,554.57,43175,63.38,2,False,True,True,B9,B5,372.99,1229.39,467.29,42497.78,75.04,247.44,5871.885,0.712,625.39,39415,183.17,42565,598.49,46735,-63.0,True
20220819,39935,278.23,40675,2868.39,42995,286.11,2,False,True,True,C3,C2,372.99,6689.69,2344.34,40329.46,262.84,940.02,5871.885,0.992,7336.74,39415,184.27,40645,2859.68,46735,-57.64,True
20220819,33595,0.75,34225,234.66,35515,23.33,3,False,True,True,B7,B2,491.8,535.91,194.18,34026.74,150.75,521.44,233.145,0.955,555.34,31735,27.63,34205,249.54,35935,16.69,True
20220819,32425,89.13,32875,889.85,33435,86.08,3,False,True,True,C1,B8,491.8,1056.65,1727.79,32763.76,193.4,148.23,233.145,0.996,1233.1,31735,27.63,32845,918.14,35935,6.27,True
20220819,32355,86.35,32485,845.41,32775,82.37,3,False,True,True,C1,B8,491.8,1440.93,878.99,32435.89,51.92,106.67,233.145,0.99,449.93,31735,27.63,32505,866.79,35935,6.27,True
20220819,17685,262.63,18555,2606.31,19395,330.69,1,False,False,True,C8,C2,5614.68,2643.96,19077.77,18491.51,403.88,70.15,9115615.476,0.128,2885.65,17065,6650.23,17065,6650.23,21935,-3840.81,True
20220819,12765,12.27,13965,124.78,13975,124.77,3,False,True,True,B4,B1,339.44,1478.0,68.69,13215.0,336.93,9085.53,100.2,0.954,347.64,10375,2.28,13915,139.27,13975,123.86,True
20220819,11855,35.1,12125,334.27,13875,33.29,3,False,True,True,B6,B3,339.44,1456.87,214.97,11974.1,87.24,740.97,100.2,0.988,704.41,10375,2.28,12115,356.82,13975,28.17,True
20220819,10375,24.57,11845,92.51,13805,9.15,3,False,True,True,B4,A9,339.44,94.39,566.79,11665.97,887.94,185.33,100.2,0.892,615.06,10375,26.85,11745,119.05,13975,5.13,True
20220818,72455,179.76,72865,1744.96,72945,1721.51,1,False,False,True,C2,C1,394.26,20697.6,960.53,72606.39,115.62,3122.43,26572.849,0.955,1330.13,71815,-11.42,72815,2298.01,72945,1482.11,True
20220818,65475,42.34,65655,496.27,65865,451.64,3,False,True,True,B9,B4,453.65,9514.09,263.94,65539.49,46.12,2083.55,1308.012,0.957,432.11,63175,-35.94,65685,604.97,65865,361.08,True
20220818,6465,10.14,6535,112.76,7495,11.58,2,False,True,True,B4,B1,339.37,850.1,69.0,6502.2,25.92,400.28,385.687,0.545,33.72,6055,46.25,6535,124.42,7495,27.32,True
20220818,64135,30.21,64955,295.61,65785,29.87,3,False,True,True,B7,B2,453.65,302.54,1686.64,64872.46,376.7,84.69,1308.012,0.891,858.8,63175,-35.94,64955,392.91,65865,-71.61,True
20220818,63245,3.15,63775,177.87,64705,17.71,3,False,True,True,B6,B1,453.65,376.58,164.41,63554.15,134.44,385.92,1308.012,0.618,218.56,63175,-35.22,63775,218.67,65865,-89.67,True
20220818,6055,145.75,6455,208.97,7475,20.53,2,False,True,True,B5,B2,339.37,211.98,1526.14,6376.1,465.12,80.97,385.687,0.937,346.69,6055,192.0,6365,264.13,7495,34.48,True
20220818,57075,325.31,57205,2784.15,57495,266.08,1,False,False,True,C3,C2,589.7,4680.25,2929.46,57153.95,52.95,106.03,10721.993,0.976,1083.81,56705,-135.47,57215,2881.5,58785,40.99,True
20220818,51015,907.73,51245,9187.81,51625,914.44,1,False,False,True,M1,C9,1011.67,13597.55,11274.26,51160.98,89.65,135.52,30498.358,0.992,3242.63,46855,184.53,51245,8985.05,51705,392.76,True
20220818,4565,22.22,5055,241.86,5545,24.4,1,False,False,True,B8,B2,582.2,245.46,1746.15,5020.16,223.06,39.3,672.083,0.925,294.29,4395,11.91,5095,277.79,5935,-59.61,True
20220818,36405,889.54,36555,9272.61,36835,949.44,2,False,True,True,M1,C9,841.87,14534.15,10542.16,36500.82,59.18,102.26,45373.094,0.985,2414.97,32705,201.43,36555,10480.97,37545,307.08,True
20220818,33495,44.81,33685,471.21,34115,48.49,2,False,True,True,C1,B4,841.87,868.38,454.14,33605.55,70.46,168.85,45373.094,0.183,338.56,32705,201.43,36555,1208.36,37545,306.16,True
20220818,29265,103.99,29395,1170.91,29975,119.24,1,False,False,True,C1,C1,369.86,3673.78,834.08,29330.76,43.96,242.68,1049.96,0.99,983.93,28495,2.73,29385,1163.61,30465,42.93,True
20220818,27605,6.65,27725,72.67,27795,71.15,4,False,True,True,B4,A7,337.88,3145.05,37.42,27643.32,28.48,3000.16,92.495,0.875,44.14,26575,11.79,27705,111.98,27795,55.58,True
20220818,27245,8.77,27345,105.68,27695,10.84,4,False,True,True,B4,B1,337.88,283.82,80.37,27296.45,33.08,146.41,92.495,0.901,79.67,26575,11.79,27345,110.65,27795,-10.09,True
20220818,27015,6.1,27115,65.15,27695,6.46,4,False,True,True,B4,A6,337.88,257.78,42.99,27061.66,32.44,243.8,92.495,0.789,71.17,26575,11.79,27105,72.43,27795,-11.28,True
20220818,26965,5.98,27005,62.0,27045,3.06,4,False,True,True,B3,A6,337.88,65.06,298.76,26997.71,16.66,4.55,92.495,0.488,9.8,26575,11.79,27005,62.42,27795,-15.56,True
20220818,21605,468.47,21775,4136.28,22065,423.27,3,False,True,True,C4,C4,594.17,5914.22,5339.89,21717.85,71.71,99.54,17835.727,0.975,1624.36,18545,-355.77,21765,4046.81,23095,-150.05,True
20220818,21575,172.23,21615,1840.19,21675,162.08,3,False,True,True,C2,C1,594.17,2658.77,2390.56,21599.81,14.81,20.65,17835.727,0.633,195.52,18545,-355.77,21605,1861.34,23095,-150.06,True
20220818,18545,892.06,19275,2428.83,20395,238.49,3,False,True,True,C3,C2,594.17,2489.88,13369.34,19160.35,504.08,117.66,17835.727,0.98,5180.17,18545,536.29,19375,2662.95,23095,-150.06,True
20220818,15995,149.14,16155,1457.25,16305,154.77,2,False,True,True,C1,C1,348.08,1483.61,10205.82,16137.39,71.7,13.06,8378.362,0.946,645.37,14695,-31.8,16175,1507.41,16305,-140.9,True
20220818,15815,185.29,16015,1760.74,16305,1655.74,2,False,True,True,C2,C1,348.08,60702.0,912.68,15881.15,52.1,4342.9,8378.362,0.985,1541.53,14695,-31.8,16005,2243.31,16305,1360.07,True
20220817,8785,246.61,9235,563.92,9995,56.56,1,False,False,True,C1,B5,568.1,577.54,3166.6,9160.14,343.32,78.48,1851.788,0.965,1105.38,8785,132.12,9035,587.48,10675,-52.41,True
20220817,84265,224.05,84795,2207.01,85845,1672.42,1,False,False,True,C2,C2,326.77,23102.09,1229.45,84465.57,151.61,3570.48,1121.833,0.999,5567.04,83715,-7.32,84795,2223.41,85845,1574.87,True
20220817,80215,9.81,80305,87.72,80515,9.17,3,False,True,True,B4,A8,373.24,171.35,81.33,80262.69,32.41,85.6,100.976,0.782,45.1,79495,-11.9,80305,91.86,81415,-2.95,True
20220817,79495,17.49,79815,150.83,80825,14.96,3,False,True,True,B5,B1,373.24,341.78,125.36,79662.68,118.85,406.13,100.976,0.958,328.92,79495,5.59,79835,159.79,81415,0.54,True
20220817,76635,247.34,76975,558.49,77565,55.98,2,False,False,True,C1,B5,502.58,578.4,2569.56,76908.31,261.08,73.65,3205.268,0.93,702.19,76635,97.8,76945,565.99,78755,-109.61,True
20220817,63415,92.85,64585,916.34,65815,90.07,2,False,False,True,C1,B9,656.59,941.83,4827.56,64474.79,543.48,132.89,16823.825,0.772,1580.8,62485,123.06,64575,1151.11,67295,-152.7,True
20220817,5895,63.91,6185,653.27,6625,66.29,1,False,False,True,C1,B6,514.7,910.42,878.05,6087.34,115.8,150.48,2291.25,0.954,656.89,5885,68.2,6185,709.62,7855,-76.79,True
20220817,55,256.35,105,276.4,815,59.67,3,False,True,True,B6,B2,383.4,885.47,195.29,-10.45,76.68,435.75,96.554,0.981,399.76,55,250.91,115,279.75,815,55.22,True
20220817,49365,1375.11,49525,13525.64,49995,1362.97,1,False,False,True,M1,M1,2370.19,30186.7,11352.35,49450.01,57.22,190.7,1186702.866,0.878,3638.12,48335,-1427.88,49515,12765.36,53135,3726.29,True
20220817,34235,170.91,34405,1634.6,35685,164.84,2,False,True,True,C2,C1,687.98,7980.78,1024.09,34310.62,55.73,544.32,17489.78,0.933,2070.89,34185,-231.26,34565,1571.97,37615,-140.24,True
20220817,34185,771.32,34475,858.62,35805,84.56,2,False,True,True,C1,B8,687.98,869.8,6616.45,34372.81,609.83,100.48,17489.78,0.882,1878.72,34185,516.14,34565,1130.41,37615,-144.99,True
20220816,74685,69.31,74825,555.6,75845,471.86,2,False,True,True,B9,B5,419.21,41362.76,282.76,74724.18,33.76,6189.32,6769.827,0.902,1508.46,73965,-16.16,74935,722.73,75845,465.34,True
20220816,73965,40.68,74635,217.87,75475,21.71,2,False,True,True,B6,B2,419.21,235.91,646.67,74495.0,347.13,158.71,6769.827,0.582,581.47,73965,24.53,74935,334.28,75845,-3.79,True
20220816,61395,16.32,61515,135.85,61685,115.94,1,False,False,True,B7,B1,567.51,1648.72,74.64,61437.96,35.22,975.08,840.966,0.851,100.41,61135,7.83,61535,211.92,61685,76.55,True
20220816,52965,30.76,54595,305.26,54605,305.23,1,False,False,True,C1,B3,943.66,607.13,276.78,53882.69,604.57,1662.07,2573.799,0.823,676.36,52745,0.46,54415,518.67,54605,266.26,True
20220816,50505,340.5,50715,3149.76,51615,314.54,2,False,True,True,C4,C3,941.55,9315.41,2295.16,50607.63,73.35,373.11,7355.684,0.992,2598.52,49825,96.36,50745,3039.99,51805,88.16,True
20220816,50235,69.69,50305,622.31,51805,205.12,2,False,True,True,C1,B6,941.55,19112.1,323.83,50257.48,18.19,1345.85,7355.684,0.858,1217.25,49825,96.36,50355,768.78,51805,104.25,True
20220816,365,626.85,805,6555.75,1715,663.21,1,False,False,True,C7,C6,725.72,11186.99,6783.17,630.98,167.27,345.75,32343.965,0.993,5979.95,285,207.71,795,6272.01,2215,123.18,True
20220816,24885,48.79,25025,593.69,25815,59.38,1,False,False,True,C1,B5,470.81,2324.64,393.07,24952.69,44.88,332.65,584.696,0.981,679.26,24445,-11.98,25035,591.76,26095,30.48,True
20220815,83075,46.71,84205,458.44,84365,454.79,1,False,False,True,C1,B4,706.56,4859.28,255.06,83503.45,324.49,7748.07,1385.645,0.963,972.61,82555,9.4,84035,553.12,84365,427.09,True
20220815,73295,118.44,73575,1267.59,75475,52.05,3,False,True,True,C1,C1,534.38,4325.11,875.99,73431.37,93.57,579.03,2481.747,0.986,1893.92,72525,-44.37,73625,1281.37,76135,-80.81,True
20220815,72525,77.55,72625,257.6,73155,25.47,3,False,True,True,B7,B2,534.38,746.21,189.42,72557.96,44.45,219.48,2481.747,0.648,218.84,72525,33.18,72665,254.03,76135,-97.46,True
20220815,52415,557.48,52585,6606.25,54245,152.41,1,False,False,True,C7,C6,1278.77,27969.36,4280.45,52493.74,52.99,433.93,172345.194,0.948,3448.99,51535,-584.83,52635,6761.96,56045,-79.22,True
20220815,39035,42.24,40105,1596.53,41765,158.86,1,False,False,True,C2,C1,672.49,2539.09,1782.86,39780.47,340.21,607.26,14531.773,0.956,2645.95,38575,-96.72,40185,1817.75,41885,274.77,True
20220815,2695,79.83,3425,303.7,5705,30.4,3,False,True,True,B6,B3,326.0,578.45,284.73,3027.99,349.61,890.19,673.241,0.943,926.82,2695,133.41,3245,378.01,5935,13.85,True
20220815,2695,0.0,4925,87.22,5795,8.68,3,False,True,True,B4,A8,326.0,88.43,651.01,4854.74,399.88,68.08,673.241,0.614,227.16,2695,53.58,4875,100.18,5935,-5.71,True
20220815,24145,3.26,24235,34.48,24525,3.37,2,False,False,True,C1,A3,1062.6,85.44,27.36,24190.56,30.29,118.57,20071.022,-0.1,14.76,22975,254.8,22975,254.8,26935,-276.76,True
20220815,15895,720.38,19275,2733.01,20645,2231.77,1,False,False,True,C2,C2,0.0,3051.49,6785.92,18365.0,1935.74,1090.96,77308.251,0.854,15468.37,15895,385.25,18965,2661.97,20645,2153.65,True
20220814,53535,31.61,53865,316.87,54205,31.26,1,False,False,True,B9,B3,584.93,323.56,1915.06,53836.65,152.55,32.3,6612.247,0.613,321.7,52755,137.26,53815,345.01,56095,-179.1,True
20220814,33115,8.35,33195,66.22,33355,13.48,1,False,False,False,B4,A6,347.82,134.84,59.03,33157.9,30.85,88.34,72.656,0.888,33.57,33055,-14.37,33205,74.56,33355,5.88,True
20220814,32245,13.09,32275,75.43,32935,9.07,2,False,True,True,B4,A7,348.72,1316.78,40.6,32252.51,7.66,311.34,108.107,0.816,79.52,31855,17.23,32275,82.76,32935,-13.48,True
20220814,18775,309.6,18945,324.33,21415,206.66,2,False,False,True,B4,B3,111.63,3777.88,178.83,18496.32,200.71,5314.4,133.915,0.938,1709.87,18775,312.4,19065,367.99,21415,210.38,True
20220814,12105,0.02,14095,330.26,15005,312.95,2,False,True,True,B6,B3,287.81,6657.65,175.13,13328.62,311.78,14854.75,188.895,0.981,1729.75,11935,3.87,13925,358.7,15005,305.39,True
20220814,11975,32.94,13285,335.64,14155,33.43,2,False,True,True,B6,B3,287.81,376.73,2648.47,12978.07,488.49,87.09,188.895,0.981,549.02,11935,31.21,13285,379.21,15005,-7.35,True
20220813,82875,276.04,83245,2729.53,84295,269.89,1,False,False,True,C3,C2,745.36,5825.38,2355.75,83077.21,134.94,418.22,13491.047,0.984,3298.55,82535,172.64,83255,2670.09,86215,-90.24,True
20220813,76975,0.0,78455,132.92,79225,12.98,2,False,True,True,B5,B1,368.59,138.72,1123.21,78295.33,395.0,61.14,120.777,0.939,168.9,76975,-6.32,78495,161.23,79735,-8.51,True
20220813,5655,45.55,5865,479.95,6395,46.96,2,False,True,True,B9,B4,488.67,924.09,446.37,5777.76,78.79,204.44,969.965,0.958,472.14,4675,4.17,5885,475.92,6435,16.27,True
20220813,54695,42.41,54945,456.96,55405,45.55,2,False,True,True,C1,B4,597.8,713.91,521.32,54854.17,97.24,166.9,7088.207,0.666,421.93,54225,220.0,54945,485.22,58925,-155.29,True
20220813,4945,30.29,5255,298.37,6435,213.6,2,False,True,True,B7,B2,488.67,5107.97,159.76,5056.41,85.36,3420.64,969.965,0.915,1017.27,4675,4.17,5325,368.75,6435,191.25,True
20220813,36905,57.65,37075,654.8,37685,234.49,1,False,False,True,C1,B6,359.68,3477.99,402.65,36980.8,52.54,568.79,2766.528,0.957,897.1,36175,-41.04,37115,766.05,37685,163.29,True
20220813,26575,519.45,27085,5369.22,30055,649.05,1,False,False,True,C5,C5,295.62,22909.91,3471.96,26808.23,165.13,1365.67,30434.692,0.991,8917.26,25915,39.16,27055,5049.45,30055,545.68,True
20220813,19245,36.47,19865,364.61,20495,37.72,1,False,False,True,C1,B3,1051.69,370.51,2525.4,19818.6,287.63,52.89,395996.464,0.072,831.24,18835,1471.45,18835,1471.45,23525,-723.68,True
20220812,84465,19.58,84865,207.55,85255,21.72,1,False,False,True,C1,B2,811.93,212.42,1187.39,84823.31,179.53,40.25,8973.052,0.41,221.65,83995,118.39,84885,215.89,85755,-218.9,True
20220812,775,10.01,2105,197.15,2955,19.44,3,False,False,True,B3,B1,181.77,216.71,1280.48,1831.76,458.34,97.22,128.645,0.967,374.73,295,-5.09,2105,241.91,3715,-2.44,True
20220812,73045,17.85,73385,177.38,74525,50.12,2,False,True,True,B5,B1,359.9,716.51,116.38,73200.33,111.2,857.99,228.725,0.943,541.6,70735,-22.66,73305,208.23,74525,24.79,True
20220812,71045,18.28,71585,180.34,74525,39.76,2,False,True,True,B5,B1,359.9,823.51,118.86,71331.61,204.89,1779.14,228.725,0.876,586.6,70735,-22.25,71555,198.45,74525,14.42,True
20220812,64515,22.03,65795,304.63,66645,30.2,2,False,True,True,B5,B3,273.72,334.84,2243.69,65524.25,464.35,86.85,109.973,0.985,472.94,63535,0.87,65795,311.25,67445,-17.43,True
20220812,63535,0.0,65915,129.55,67445,51.25,2,False,True,True,B4,B1,273.72,900.77,75.97,65697.82,107.96,1604.32,109.973,0.954,588.67,63535,0.87,65905,157.06,67445,33.62,True
20220812,59465,20.42,59525,195.75,59945,19.79,3,False,True,True,B4,B1,236.86,866.0,125.91,59493.14,20.55,177.17,458.455,0.838,168.13,58715,4.37,59535,212.63,60365,-19.99,True
20220812,58915,24.09,59305,236.79,60095,23.39,3,False,True,True,B4,B2,236.86,392.79,252.27,59151.65,150.95,294.57,458.455,0.933,568.34,58715,5.21,59345,258.76,60365,-12.48,True
20220812,45015,21.7,45395,214.22,46195,196.34,1,False,False,True,B4,B2,215.74,8330.78,110.61,45136.2,93.98,8871.58,450.825,0.945,851.44,44565,-1.98,45445,263.25,46195,195.41,True
20220812,36185,19.09,37485,768.03,38655,76.57,1,False,False,True,C1,B7,286.04,1108.69,1183.3,37028.4,365.15,428.78,4635.795,0.917,1225.97,34975,-71.18,37485,971.92,39115,83.28,True
20220811,58625,19.39,58865,191.26,61015,20.06,4,False,True,True,B3,B1,176.13,906.43,134.06,58770.81,101.88,863.32,93.74,0.937,221.91,57535,0.65,58855,211.67,61015,23.22,True
20220811,58245,14.9,58425,145.67,60335,14.56,4,False,True,True,B3,B1,176.13,1012.68,85.42,58318.84,55.05,818.04,93.74,0.964,314.4,57535,0.65,58445,157.61,61015,9.49,True
20220811,50505,4.41,50705,47.56,51125,4.79,6,False,True,True,B2,A4,184.01,81.22,49.18,50627.92,76.53,158.4,46.188,0.814,74.66,50065,-2.02,50705,52.54,51775,-15.61,True
20220811,50485,2.64,50975,25.79,51495,2.64,6,False,True,True,B2,A2,184.01,27.22,94.35,50905.75,223.47,80.82,46.188,0.651,77.31,50065,-2.01,50925,33.49,51775,-15.53,True
20220811,50065,18.38,50365,67.88,50765,7.1,6,False,True,True,B2,A6,184.01,69.11,440.39,50331.07,183.5,36.09,46.188,0.928,143.17,50065,16.37,50295,87.22,51775,-15.69,True
20220811,23465,2.72,24825,175.83,26395,73.21,2,False,True,True,B3,B1,198.64,526.04,130.13,24225.01,332.56,1684.91,532.216,0.87,748.79,21755,-5.73,24825,219.65,26395,75.66,True
20220811,2225,8.34,3605,115.12,4825,11.67,3,False,True,True,B4,B1,304.71,117.95,684.55,3442.52,573.85,123.92,62.21,0.961,299.13,2215,-5.12,3655,138.97,5165,-2.49,True
20220810,79845,31.63,81155,95.14,84055,9.64,11,False,True,True,B2,A9,155.3,132.51,127.92,80543.95,756.33,981.92,70.307,0.943,754.96,79845,13.35,81085,116.4,84055,9.53,True
20220810,58615,49.64,59745,85.17,62075,8.6,8,False,False,True,B2,A8,195.65,86.06,731.73,59590.21,1074.14,158.33,613.798,0.718,683.66,58615,124.41,58655,130.46,62695,-20.94,True
20220810,54655,14.24,55415,147.04,56175,105.5,1,False,False,True,B6,B1,548.04,596.18,96.38,55005.0,246.96,1914.63,126.252,0.924,479.81,54625,-6.1,55375,159.59,56175,90.09,True
20220810,44735,3.77,45495,37.87,47695,5.16,10,False,False,False,B2,A3,202.22,91.67,30.31,45135.0,270.26,1024.34,37.027,0.84,186.83,44465,0.14,45285,43.84,47695,7.56,True
20220810,37795,8.27,38335,81.87,40475,7.65,7,False,True,True,B2,A8,189.37,223.6,61.73,38068.81,188.94,857.74,59.623,0.941,340.59,37395,6.85,38295,88.84,41455,-14.18,True
20220810,3235,41.94,3665,424.06,6635,43.94,1,False,False,True,B6,B4,198.97,1529.49,354.53,3545.84,204.17,1103.95,1305.109,0.859,876.2,2335,21.11,3645,482.4,6635,11.05,True
20220810,19915,20.36,20305,204.82,20785,25.3,1,False,False,True,B4,B2,225.48,253.95,350.76,20198.68,164.72,149.47,284.275,0.955,415.39,19375,-2.36,20325,221.68,20785,17.24,True
20220809,81775,0.0,84435,182.14,85195,18.23,4,False,False,True,B3,B1,211.35,196.49,1457.77,84220.83,410.01,69.26,339.602,0.894,250.03,81775,-19.78,84435,201.31,85955,-12.78,True
20220809,77585,9.44,78365,96.48,78875,33.91,3,False,True,False,B3,A9,204.21,98.73,556.98,78279.48,350.73,77.92,78.995,0.942,170.64,77355,-3.65,78365,103.02,78875,22.57,True
20220809,67495,0.0,70285,26.8,70975,2.65,16,False,False,True,B2,A2,221.28,27.37,202.5,70189.1,333.58,56.51,69.764,0.415,25.66,67495,-6.57,70345,28.91,71805,-6.31,True
20220809,56795,6.88,57015,70.95,57645,9.99,5,False,False,True,B3,A7,241.39,174.49,56.32,56909.9,77.1,299.35,70.936,0.885,131.7,56455,18.55,56935,72.5,57645,4.35,True
20220809,46815,7.49,47065,72.57,49125,7.23,5,False,True,True,B3,A7,286.31,389.3,44.55,46923.31,79.91,875.18,54.716,0.93,165.73,45965,2.9,47085,83.39,49735,2.16,True
20220809,46215,6.04,46505,57.79,49055,3.36,5,False,True,True,B3,A5,286.31,273.99,36.42,46342.0,93.39,880.64,54.716,0.893,195.28,45965,2.9,46455,67.6,49735,0.11,True
20220809,4525,3.33,4725,33.53,5095,5.57,9,False,True,False,B1,A3,94.63,59.88,33.24,4645.25,77.26,174.45,37.97,0.745,73.2,4135,-0.39,4825,39.32,7255,1.47,True
20220809,4135,164.7,4555,165.42,7255,137.92,9,False,True,False,B2,B1,94.63,167.6,1264.28,3835.34,4423.19,734.9,37.97,0.762,1361.63,4135,164.31,4555,181.2,7255,139.39,True
20220809,32225,3.67,33425,37.35,36175,24.47,9,False,False,True,B2,A3,223.03,262.93,21.97,32755.0,388.13,5820.8,71.067,0.62,298.21,32095,4.0,33355,54.12,36175,11.8,True
20220809,25895,3.44,26195,34.59,28735,5.9,6,False,False,True,B2,A3,225.82,257.71,20.08,26014.09,88.1,1417.39,42.689,0.741,71.3,25375,5.97,26255,51.38,28735,5.26,True
