date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20221026,32095,23.74,32995,90.16,34195,8.93,11,False,True,True,B3,A9,285.16,91.79,586.01,32893.92,544.31,106.86,71.274,0.931,462.42,32095,35.25,33095,105.38,34735,-0.19,True
20221026,27365,7.33,27905,72.96,28395,68.44,2,False,True,False,A7,A7,0.17,1463.69,38.7,27553.29,144.06,6828.9,48.236,0.953,758.15,26935,0.07,28155,90.53,28395,69.36,True
20221026,21315,7.56,23385,108.61,24655,32.29,4,False,True,True,B4,B1,333.1,110.75,774.96,23155.82,850.83,152.4,109.039,0.911,352.85,21175,-24.09,23525,121.12,24655,38.68,True
20221026,19275,5.57,19995,55.23,21055,18.68,2,False,True,True,B3,A5,281.93,71.07,364.88,20199.4,449.43,109.71,89.338,0.673,98.69,17335,-21.25,19995,66.76,21055,12.68,True
20221026,18105,22.78,18895,226.85,19995,23.34,2,False,True,True,B5,B2,281.93,296.98,342.45,18651.76,325.08,353.33,89.338,0.986,854.39,17335,-21.24,18915,248.19,21055,-4.84,True
20221026,13515,22.11,13685,206.03,17215,46.23,3,False,True,True,B4,B2,226.7,4514.46,108.78,13572.29,45.21,2351.77,151.441,0.972,691.69,12655,29.95,13725,218.38,17215,34.4,True
20221026,12655,21.07,13335,110.73,14135,11.14,3,False,True,True,B3,B1,226.7,112.7,728.79,13263.26,366.44,71.02,151.441,0.926,430.03,12655,51.02,13305,135.05,17215,-11.84,True
20221025,7975,32.13,10575,103.78,13735,10.39,16,False,True,True,B3,B1,217.46,108.09,519.76,9979.94,1510.05,393.56,114.724,0.886,883.9,7975,27.37,10575,125.34,14935,1.56,True
20221025,78745,13.29,79025,131.48,81895,41.59,3,False,False,True,B3,B1,265.75,1847.41,71.37,78845.12,76.21,2472.21,206.38,0.923,326.09,78175,-1.03,79025,156.96,81895,30.78,True
20221025,75035,6.21,75395,65.89,76615,6.64,14,False,False,True,B3,A6,277.71,164.83,51.85,75223.69,125.61,500.5,83.862,0.823,202.89,74935,28.86,75375,81.49,78055,-18.57,True
20221025,71935,7.19,72295,71.53,74815,46.12,3,False,True,True,B3,A7,281.87,1057.64,42.39,72127.63,141.05,4410.41,82.764,0.834,139.52,71695,5.19,72295,76.57,74815,22.81,True
20221025,68405,317.36,68625,3528.1,69695,352.29,1,False,False,True,C3,C3,298.36,12299.85,2421.46,68509.32,70.73,450.29,1612.267,0.998,4021.23,67495,-31.07,68645,3647.99,71575,-18.76,True
20221025,61095,9.45,61635,90.52,62565,9.08,9,False,True,True,B3,A9,253.62,133.53,111.37,61444.06,218.02,327.62,97.401,0.904,294.9,61015,26.57,61655,114.3,63295,-14.55,True
20221025,54685,226.45,55145,2346.3,56015,235.85,1,False,False,True,C2,C2,302.57,3776.52,2584.78,54968.55,176.57,323.33,1352.925,0.996,3495.66,50335,-46.71,55145,2410.76,60895,-39.86,True
20221025,48455,2.42,48725,25.25,50215,2.96,18,False,True,True,B2,A2,227.45,100.49,16.64,48581.5,88.82,672.31,36.604,0.617,93.69,46975,-1.5,48825,36.16,50215,-5.22,True
20221025,46975,3.39,48015,21.09,49195,2.13,18,False,True,True,B2,A2,227.45,21.45,141.0,47918.61,538.03,102.59,36.604,0.61,126.69,46975,1.89,48135,38.78,50215,-8.17,True
20221025,4495,41.7,4965,64.13,7855,8.05,10,False,True,True,B3,A6,244.45,150.41,52.24,4503.71,357.04,1288.33,61.181,0.85,336.71,4495,48.25,4845,79.81,7855,13.24,True
20221025,41945,3.43,42185,32.96,43255,3.95,14,False,True,True,B2,A3,213.26,110.75,22.9,42057.46,80.21,486.2,30.179,0.751,94.68,40015,4.23,42165,40.6,43255,10.32,True
20221025,40375,1.42,41645,14.27,42935,1.43,14,False,True,True,B2,A1,213.26,14.65,75.82,41511.67,579.99,140.46,30.179,0.44,98.53,40015,4.55,41595,26.24,43255,6.77,True
20221025,33865,2.29,34625,23.68,38915,2.06,25,False,True,True,B2,A2,227.78,86.74,15.99,34223.89,250.8,1705.14,91.09,0.509,188.94,29575,-4.07,34855,36.24,39895,-25.71,True
20221025,29605,6.91,32905,69.51,36215,6.92,25,False,True,True,B2,A6,227.78,70.51,509.39,32644.8,1515.7,262.95,91.09,0.879,662.79,29575,2.58,32865,92.71,39895,-26.87,True
20221025,26605,4.72,27435,46.61,28375,7.61,13,False,True,True,B2,A4,242.01,58.68,76.77,27196.71,347.52,332.92,36.672,0.876,210.11,26095,-3.75,27465,63.35,28375,6.63,True
20221025,22255,197.57,22715,213.12,25975,115.92,5,False,False,True,B3,B2,117.71,224.77,1606.89,22967.56,2266.69,397.37,87.61,0.91,1393.73,22255,210.79,22705,228.43,25975,119.75,True
20221025,18725,43.45,19255,430.02,21405,119.04,4,False,False,True,B6,B4,238.92,2047.21,270.73,18958.89,169.76,1608.88,154.661,0.993,2432.02,15055,11.31,19265,437.39,21405,111.73,True
20221024,78635,2.07,79675,20.37,80725,2.03,13,False,True,True,B3,A2,294.03,20.69,144.48,79590.39,480.05,86.14,73.895,0.406,101.69,75715,1.87,79235,33.78,80785,-9.85,True
20221024,78485,3.42,78595,32.61,79805,3.26,13,False,True,True,B3,A3,294.03,227.54,19.13,78531.04,34.68,516.97,73.895,0.43,73.28,75715,1.87,78595,50.51,80785,-10.91,True
20221024,75765,3.57,76025,37.22,76295,3.7,13,False,True,True,B3,A3,294.03,38.07,217.78,76004.1,120.09,26.31,73.895,0.423,45.74,75715,3.21,76045,47.74,80785,-11.4,True
20221024,75715,11.69,77345,99.49,79285,9.92,13,False,True,True,B3,A9,294.03,112.65,231.23,76981.99,737.88,450.54,73.895,0.943,779.05,75715,13.55,77325,126.11,80785,-11.02,True
20221024,69945,18.73,70815,189.67,73705,19.36,5,False,True,True,B4,B1,309.37,462.4,151.26,70403.95,309.61,1186.22,736.02,0.849,1239.2,65335,-54.87,70715,243.43,73705,14.95,True
20221024,65335,0.0,68635,347.96,69765,34.19,5,False,True,True,B6,B3,309.37,377.99,2901.01,68304.59,613.49,100.19,736.02,0.889,541.55,65335,-54.87,68645,425.39,73705,-4.42,True
20221024,6345,12.78,6635,122.12,8055,12.28,5,False,True,True,B3,B1,214.35,408.72,84.95,6483.04,98.69,595.17,167.94,0.853,412.82,2295,2.28,6645,155.79,13375,-18.75,True
20221024,62645,4.97,62745,47.55,62845,5.31,11,False,True,False,B2,A4,208.97,48.68,269.46,62735.06,46.28,10.48,38.34,0.635,26.47,58615,6.36,62745,49.39,63295,1.47,True
20221024,62535,3.87,63075,37.67,63295,31.94,11,False,True,False,B2,A3,208.97,92.26,29.98,62814.47,191.34,738.09,38.34,0.822,95.04,58615,6.36,62965,51.58,63295,33.41,True
20221024,6115,27.2,8805,274.2,13375,51.23,5,False,True,True,B4,B2,214.35,489.4,271.79,7705.0,1021.35,2304.92,167.94,0.985,3065.59,2295,2.28,8865,310.24,13375,32.49,True
20221024,58735,2.81,59545,28.5,62145,2.83,11,False,True,False,B2,A2,208.97,54.91,35.22,59425.66,416.18,813.16,38.34,0.512,71.04,58615,7.87,59545,37.26,63295,2.16,True
20221024,58615,0.0,62315,23.74,63295,3.37,11,False,True,False,B2,A2,208.97,24.11,165.73,62232.07,485.06,88.45,38.34,0.688,128.28,58615,6.36,62535,46.8,63295,4.84,True
20221024,49025,172.98,49515,1650.88,51355,166.12,1,False,False,True,C1,C1,323.49,4453.45,1252.14,49269.62,170.85,761.59,5754.01,0.967,4332.16,47385,-28.92,49465,1734.97,58495,-115.22,True
20221024,43625,23.72,44035,225.22,45385,26.36,2,False,False,True,B4,B2,273.43,564.42,177.04,43837.51,147.31,588.61,255.451,0.956,717.16,42295,-32.8,44035,237.83,45385,21.87,True
20221024,36805,3.7,37095,37.01,38225,3.72,5,False,True,False,B2,A3,217.92,101.2,27.91,36953.89,102.34,465.13,42.061,0.745,117.08,35455,-4.26,37055,56.91,40615,-11.8,True
20221024,36135,19.9,36515,197.27,37905,19.85,5,False,True,False,B4,B1,217.92,518.9,151.38,36329.17,133.3,572.68,42.061,0.989,681.4,35455,-4.26,36525,207.98,40615,-11.64,True
20221024,33315,5.4,34105,52.66,34965,5.17,6,False,False,False,B2,A5,222.32,57.44,149.0,33955.89,350.32,169.25,39.235,0.894,223.78,33215,0.5,33905,64.56,35335,-0.19,True
20221024,28665,268.77,28945,2931.5,29585,292.61,1,False,False,True,C3,C2,235.49,5375.69,2836.81,28830.37,104.06,247.15,8126.994,0.987,2849.8,27895,23.34,28925,3229.44,31225,-15.66,True
20221024,2655,31.55,5835,315.56,9355,31.52,5,False,True,True,B5,B3,214.35,348.46,830.2,5215.0,1402.19,737.63,167.94,0.989,3476.65,2295,20.28,5815,337.04,13375,-18.59,True
20221024,26215,1.99,26435,20.71,26935,2.02,7,False,True,True,B2,A2,279.07,37.2,20.41,26345.79,83.17,189.97,60.525,0.481,31.32,26135,3.26,26475,25.57,27775,-12.06,True
20221024,22255,35.44,22805,69.28,24145,11.2,4,False,True,True,B2,A6,227.31,73.16,506.49,22869.15,595.67,107.84,57.489,0.877,194.38,22255,36.73,22785,86.39,24145,7.93,True
20221024,20265,30.49,20445,277.08,20905,27.01,2,False,True,True,B5,B2,265.14,528.24,259.66,20367.96,69.44,177.05,156.843,0.969,326.26,19495,-6.88,20455,303.21,22135,-6.03,True
20221024,16625,4.88,16825,46.78,19375,19.21,5,False,True,False,B2,A4,231.59,1039.34,24.68,16694.05,53.8,2839.13,28.889,0.917,102.3,15895,1.55,16855,56.86,19375,7.28,True
20221023,85945,11.95,86075,137.98,86215,76.61,2,False,True,True,B3,B1,246.41,388.76,102.74,86010.28,42.79,202.92,51.341,0.977,104.2,85255,-2.89,86085,142.35,86215,75.28,True
20221023,70035,27.55,70385,79.73,70905,8.32,3,False,False,True,B3,A7,276.07,80.8,604.79,70348.71,239.31,40.07,426.277,0.758,169.9,70035,32.65,70415,105.03,71815,-30.04,True
20221023,65515,173.43,66155,1737.87,68055,220.69,1,False,False,True,C2,C1,277.65,4208.5,1391.03,65849.63,226.4,858.47,781.325,0.998,5381.83,63175,-55.06,66175,1753.74,68055,184.18,True
20221023,57405,106.91,59065,1072.34,60735,107.85,1,False,False,True,C1,C1,299.14,1095.05,6444.0,58906.57,759.6,161.78,9565.846,0.937,5582.07,56695,-29.9,59195,1249.07,63055,-79.22,True
20221023,51175,17.06,52135,175.24,53695,93.87,9,False,True,True,B3,B1,171.25,663.09,117.16,51624.1,315.73,2239.51,78.751,0.983,1426.91,48765,-2.86,52095,210.45,53695,115.33,True
20221023,49115,7.4,50565,73.28,53695,13.68,9,False,True,True,B2,A7,171.25,158.53,62.69,49904.7,527.93,1673.09,78.751,0.851,931.8,48765,-1.12,50325,88.01,53695,35.14,True
20221023,44155,5.06,44365,49.28,44755,4.81,7,False,False,False,B2,A4,171.09,74.93,58.27,44291.0,85.18,137.28,25.89,0.902,78.01,43855,0.63,44345,54.84,45295,-0.88,True
20221023,38755,6.07,39365,62.73,42175,16.99,7,False,False,False,B2,A6,145.11,337.83,38.46,39018.33,189.35,2084.35,25.858,0.956,294.93,38335,4.76,39395,75.14,42175,14.86,True
20221023,35915,5.65,36775,55.44,37935,5.59,19,False,True,False,B1,A5,143.84,70.25,89.96,36526.1,360.59,352.91,21.631,0.944,333.96,34595,2.48,36655,63.13,38215,7.34,True
20221022,54095,35.81,54265,356.66,55305,222.0,1,False,False,True,B5,B3,203.25,7025.62,189.4,54155.49,46.25,2150.41,321.085,0.984,1258.92,53455,2.2,54475,373.51,55305,187.8,True
20221022,5235,425.75,5745,945.63,9405,208.1,1,True,False,True,C1,B9,515.94,2655.66,876.24,5505.98,474.03,1800.58,6078.674,0.86,2435.62,5235,416.75,5745,1163.0,9405,230.04,True
20221022,47625,9.75,50135,97.01,52225,9.76,10,False,False,True,B3,A9,215.62,105.85,357.7,49535.0,1004.34,372.48,102.59,0.89,530.43,47335,9.39,50135,117.7,53335,-10.42,True
20221022,37635,155.91,38535,1566.62,43275,156.81,1,False,False,True,C1,C1,268.5,5687.11,1060.81,38055.35,296.96,1995.32,4619.711,0.981,8489.49,33655,9.04,38605,1525.7,47215,-44.23,True
20221022,19765,261.26,21785,2607.31,24515,259.82,1,True,False,True,C3,C2,422.55,3302.59,4233.81,21205.0,845.32,826.42,19723.97,0.969,7552.82,19495,130.47,21805,3007.9,30055,-139.07,True
20221022,16495,347.83,17305,496.2,19485,66.43,1,True,False,True,B9,B4,477.42,570.62,1080.7,16842.52,876.56,580.07,419.784,0.98,2686.3,16495,393.01,17285,547.34,19485,65.76,True
20221022,12295,1276.76,12825,1765.35,16485,619.98,1,True,False,True,C2,C1,257.66,5556.0,1287.35,12185.0,551.71,2984.25,2827.158,0.984,4407.69,12295,1485.96,12785,1846.96,16485,606.72,True
20221022,10215,237.08,10945,2335.81,12285,717.34,1,True,False,True,C3,C2,834.97,5721.65,1858.03,10597.16,260.55,1005.6,962.037,0.999,5168.15,9415,9.48,10985,2387.65,12285,773.86,True
20221022,1015,21.96,1395,209.55,1845,159.14,1,True,False,True,B6,B2,435.93,1247.45,126.07,1171.78,117.13,1452.54,143.559,0.983,413.04,525,12.57,1425,222.13,1845,160.62,True
20221021,8995,258.06,9025,258.75,10075,20.84,2,False,True,True,B8,B2,638.64,261.29,2301.46,8964.94,460.41,65.51,14519.133,0.463,235.15,8995,223.32,9135,271.5,10975,-169.96,True
20221021,77935,0.0,80255,103.42,82415,10.41,4,False,False,True,B4,B1,340.24,107.37,808.95,80309.88,895.02,148.89,589.726,0.681,363.75,77935,59.42,80225,149.04,84175,-33.61,True
20221021,55785,10.28,55835,83.7,56225,8.34,10,False,True,True,B4,A8,382.43,469.29,51.31,55803.4,14.63,167.75,115.944,0.559,55.99,51515,-0.65,55845,117.08,56745,1.85,True
20221021,5515,17.15,5635,149.93,6375,15.03,4,False,True,True,B8,B1,692.65,615.75,97.93,5567.66,39.78,313.46,1344.473,0.405,149.56,3895,-15.42,5625,174.33,7185,-44.03,True
20221021,54845,4.36,54985,53.5,56745,17.65,10,False,True,True,B4,A5,382.43,981.68,28.52,54897.0,36.52,1575.25,115.944,0.719,214.84,51515,-0.65,55855,68.94,56745,19.13,True
20221021,53585,13.1,54535,129.39,55505,13.19,10,False,True,True,B5,B1,382.43,132.99,675.75,54435.39,436.34,107.63,115.944,0.94,483.36,51515,-0.65,54485,165.45,56745,1.48,True
20221021,44425,227.38,44455,227.97,45475,22.32,1,False,False,True,B7,B2,540.08,230.7,1833.47,44387.36,464.5,73.25,4934.54,0.678,322.91,44425,210.51,44595,243.3,46135,-104.47,True
20221021,4365,159.6,4475,1304.51,5025,133.14,4,False,True,True,C1,C1,692.65,4248.03,917.26,4417.24,39.69,230.39,1344.473,0.983,816.64,3895,-15.42,4475,1313.07,7185,-45.15,True
20221021,40205,7.69,40245,57.93,40525,5.8,5,False,True,True,B5,A5,453.5,263.17,36.88,40221.34,13.32,119.08,125.257,0.385,28.12,37975,-2.01,40235,61.39,41335,-14.14,True
20221021,39225,15.34,39795,154.75,41335,27.41,5,False,True,True,B6,B1,453.5,394.14,120.65,39520.82,200.96,822.8,125.257,0.955,550.63,37975,-2.01,39795,188.52,41335,13.27,True
20221021,38755,5.42,39105,52.45,39485,5.45,5,False,True,True,B5,A5,453.5,57.79,139.77,39035.0,154.45,80.04,125.257,0.615,71.58,37975,-2.01,39045,61.09,41335,-14.15,True
20221021,25815,146.41,26305,1398.99,31495,161.36,3,False,True,True,C1,C1,278.34,10331.74,813.01,26012.18,148.88,2371.27,5693.191,0.975,7114.88,20815,44.05,26255,1630.33,31495,147.66,True
20221021,20815,202.94,23585,977.34,28095,97.42,3,False,True,True,C1,B9,278.34,1145.25,2065.82,22965.0,1553.96,1079.71,5693.191,0.948,6973.2,20815,246.99,23565,1083.4,31495,-9.39,True
20221021,16265,91.12,16485,897.82,17875,89.03,1,False,False,True,C1,B8,490.17,3790.6,582.14,16364.59,71.78,585.8,991.95,0.968,670.76,16085,-10.9,16505,857.91,19495,-5.07,True
20221021,11875,35.73,12245,359.95,13345,36.21,2,False,True,True,B8,B3,455.97,789.46,305.34,12079.24,135.97,440.6,180.605,0.985,747.98,11095,22.0,12285,368.84,14265,-3.39,True
20221021,11375,4.99,11625,48.12,12155,4.89,2,False,True,True,B5,A4,455.97,83.97,48.75,11520.94,94.73,204.49,180.605,0.434,58.87,11095,22.0,11665,65.95,14265,-7.88,True
20221020,74615,71.77,75385,715.12,77015,72.05,2,False,True,True,C1,B7,649.91,1229.03,734.7,75076.75,295.46,619.45,9453.107,0.851,2045.15,74215,232.77,75475,792.76,77695,-38.44,True
20221020,74245,181.58,74975,564.03,76015,57.23,2,False,True,True,C1,B5,649.91,570.17,4761.85,74900.48,481.55,72.26,9453.107,0.82,1513.34,74215,413.84,74895,987.72,77695,-62.48,True
20221020,68755,46.61,69115,496.33,69875,49.96,1,False,False,True,C1,B4,1043.7,858.59,506.67,68972.23,136.21,289.29,2494.722,0.913,567.68,68455,81.49,69095,496.45,70255,-101.19,True
20221020,6835,176.98,6935,1574.11,7835,155.75,1,False,False,True,C1,C1,405.39,9570.77,944.32,6874.28,30.27,384.52,11075.5,0.939,1693.23,6375,-13.54,6955,1911.62,8635,8.98,True
20221020,63895,68.3,63985,929.4,65275,260.39,9,False,True,True,C2,B9,1390.8,18131.47,494.14,63927.45,21.97,1010.14,119397.606,0.243,1146.65,53215,-516.46,63995,1493.8,65275,226.58,True
20221020,60105,201.46,60765,1988.41,64095,198.36,9,False,True,True,C3,C1,1390.8,6908.43,1365.59,60415.83,220.23,1396.34,119397.606,0.728,5620.99,53215,-516.46,60775,3234.07,65275,51.39,True
20221020,47075,64.94,48775,655.93,51115,187.35,9,False,False,True,C1,B6,662.99,1197.82,637.05,48072.62,643.26,1515.87,12122.584,0.838,3711.96,42175,-194.89,48525,946.15,51115,377.78,True
20221020,25535,41.3,27115,414.07,29325,41.59,2,False,True,True,B9,B4,493.08,536.04,640.03,26647.41,657.48,690.15,2022.967,0.912,2403.78,21775,-14.76,27205,469.23,29875,8.84,True
20221020,22505,147.47,24535,1489.2,26265,148.64,2,False,True,True,C1,C1,493.08,1547.96,8908.38,24196.96,852.43,185.64,2022.967,0.988,3317.33,21775,1.83,24535,1715.46,29875,-9.92,True
20221020,12005,367.68,12355,3823.33,13395,379.76,1,False,False,True,C4,C3,390.8,8486.13,3218.03,12196.19,126.12,416.84,5155.061,0.995,4588.58,11335,-67.69,12355,4014.64,15715,-40.6,True
20221019,84945,42.17,85075,469.17,85725,46.99,2,False,True,True,B7,B4,316.32,1584.29,326.02,85010.68,44.37,270.21,351.091,0.974,547.07,83335,-23.06,85075,485.5,86215,0.53,True
20221019,84515,10.22,84765,103.03,85025,10.83,2,False,True,True,B4,B1,316.32,105.85,552.03,84743.04,116.19,27.92,351.091,0.654,111.64,83335,-23.06,84755,126.33,86215,-7.14,True
20221019,80215,0.0,82595,44.33,83215,7.77,3,False,False,True,B3,A4,281.7,44.98,332.91,82525.88,334.13,56.58,324.159,0.609,11.02,80215,-38.33,82655,66.04,83215,9.85,True
20221019,77795,19.43,78945,200.58,79755,20.36,6,False,True,True,B4,B2,220.53,373.13,450.66,78381.1,311.2,322.93,812.879,0.728,424.24,73255,16.64,78245,264.53,80095,15.94,True
20221019,76855,31.69,77245,216.74,77705,22.07,6,False,True,True,B4,B2,220.53,219.16,1803.87,77214.23,211.93,32.27,812.879,0.808,444.42,73255,16.64,77245,244.75,80095,8.83,True
20221019,75645,31.96,76035,313.16,77335,31.58,6,False,True,True,B5,B3,220.53,754.94,251.27,75851.28,140.61,529.46,812.879,0.908,967.19,73255,16.64,76095,381.32,80095,9.01,True
20221019,7495,7.81,7575,68.94,7735,6.95,5,False,True,True,B3,A6,312.05,110.21,76.57,7544.59,32.51,58.64,48.462,0.823,32.22,6775,6.02,7565,77.27,8335,-1.18,True
20221019,73255,52.17,73795,115.89,80095,15.55,6,False,True,True,B3,B1,220.53,424.57,92.32,73477.41,461.15,2658.14,812.879,0.406,936.93,73255,68.81,75805,170.11,80095,24.38,True
20221019,715,28.89,915,259.49,1675,26.35,3,False,True,True,B5,B2,339.84,694.97,197.44,814.87,71.34,314.72,342.081,0.926,389.12,55,46.66,945,281.58,4855,-37.73,True
20221019,70345,2.63,71055,26.44,71765,2.58,10,False,True,True,B3,A2,299.47,26.84,189.68,70995.2,324.69,57.57,135.466,0.4,106.22,68425,4.92,70595,45.13,72295,-6.52,True
20221019,6995,2.21,7445,23.67,8335,19.65,5,False,True,True,B3,A2,312.05,383.96,12.72,7157.85,120.3,4552.49,48.462,0.585,102.81,6775,6.04,7245,37.08,8335,18.46,True
20221019,68425,114.09,68435,114.1,71525,11.36,10,False,True,True,B4,B1,299.47,121.28,390.72,67979.09,1313.38,510.94,135.466,0.91,754.06,68425,119.01,68575,132.6,72295,-3.06,True
20221019,63735,247.95,64225,2450.64,65295,246.98,1,False,False,True,C2,C2,370.75,4270.77,2484.23,64028.75,189.01,407.25,4215.22,0.992,3995.46,61975,-98.82,64185,2457.51,66725,62.08,True
20221019,5875,34.01,6025,342.07,6275,32.56,2,False,True,True,B6,B3,295.94,502.61,423.96,5970.66,58.75,87.3,161.149,0.98,247.9,4975,7.93,6005,387.88,6655,-5.46,True
20221019,58375,200.16,58745,223.1,61855,192.88,8,False,True,True,B2,B2,48.3,7790.68,115.58,58085.0,246.42,20817.85,50.015,0.775,2153.94,58375,209.34,58685,233.49,61855,194.89,True
20221019,54575,20.26,55005,214.71,56495,21.54,2,False,False,True,B4,B2,249.28,542.12,168.13,54801.21,150.84,609.58,117.444,0.975,747.64,54255,5.21,55015,211.19,56815,24.69,True
20221019,51125,3.65,51515,34.15,52015,29.29,3,False,True,True,B2,A3,243.12,408.68,18.78,51266.61,109.94,2997.96,56.432,0.775,108.95,49375,2.31,51585,50.67,52015,30.52,True
20221019,50345,14.45,50445,166.23,51845,16.56,3,False,True,True,B4,B1,243.12,1658.6,93.15,50383.17,27.05,603.69,56.432,0.975,424.1,49375,2.31,50495,174.17,52015,13.73,True
20221019,49375,49.83,49965,60.04,52015,6.77,3,False,True,True,B3,A6,243.12,60.9,440.61,49807.87,961.76,166.62,56.432,0.856,452.47,49375,52.14,50335,75.74,52015,8.01,True
20221019,38405,5.29,42315,151.21,47165,6.13,12,False,False,True,B4,B1,329.98,177.35,305.98,41525.0,1399.83,1016.89,242.076,0.94,1923.63,37735,-10.57,42125,176.21,49255,-38.66,True
20221019,26775,37.28,27375,383.46,27985,37.5,2,False,False,True,B7,B3,398.38,393.2,2099.52,27314.7,273.23,64.13,1534.446,0.896,792.07,25905,9.59,27445,440.08,30175,-74.34,True
20221019,2015,49.14,2145,430.61,2405,41.32,3,False,True,True,B7,B4,339.84,684.55,481.12,2095.1,52.58,93.76,342.081,0.953,272.17,55,46.66,2145,444.54,4855,-37.73,True
20221019,19195,6.85,21825,68.97,24245,12.98,14,False,True,True,B4,A6,377.45,76.19,181.02,21305.26,1154.31,608.95,95.077,0.826,744.59,18815,-2.45,21485,94.11,24245,13.52,True
20221019,14165,5.89,14465,58.32,15415,16.19,3,False,True,True,B3,A5,322.62,178.19,44.52,14345.57,123.63,620.11,49.323,0.844,49.06,13495,-2.46,14455,66.06,15415,24.52,True
20221018,85855,32.85,86015,289.98,86215,139.19,2,False,True,True,B6,B2,328.84,744.53,225.4,85933.86,56.39,233.43,115.181,0.989,240.75,85115,18.77,86005,302.63,86215,135.17,True
20221018,85515,15.58,85655,171.75,86065,16.96,2,False,True,True,B5,B1,328.84,368.52,148.03,85595.4,51.7,161.33,115.181,0.962,161.35,85115,18.77,85645,176.02,86215,2.68,True
20221018,81035,24.0,81175,270.47,81945,27.17,5,False,True,True,B6,B2,375.47,1033.27,180.32,81101.55,45.25,324.97,381.56,0.894,359.24,77575,9.94,81165,289.42,82335,2.44,True
20221018,80645,11.56,80775,123.02,81305,12.09,5,False,True,True,B4,B1,375.47,365.86,89.55,80708.29,42.93,219.8,381.56,0.582,125.04,77575,9.94,80785,127.36,82335,-5.63,True
20221018,78815,8.14,80105,80.16,81405,8.12,5,False,True,True,B4,A8,375.47,81.39,567.2,80001.06,595.9,107.17,381.56,0.675,426.17,77575,9.94,80145,111.56,82335,-5.64,True
